,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,rating,G,Other,PG,PG-13,R,yr_old
347,412.0,101.0,212.0,476.0,Cole Hauser,13000.0,67344392.0,Bruce Willis,A Good Day to Die Hard ,165618,15481,Megalyn Echikunwoke,2.0,503.0,English,USA,R,92000000.0,2013.0,787.0,5.3,66000,R,0,0,0,0,1,3.0
348,106.0,137.0,102.0,877.0,Marc Blucas,2000.0,22406362.0,Dennis Quaid,The Alamo ,16832,5780,Jordi Mollà,0.0,267.0,English,USA,PG-13,107000000.0,2004.0,973.0,6.0,701,PG-13,0,0,0,1,0,12.0
349,283.0,115.0,663.0,55.0,Craig T. Nelson,1000.0,261437578.0,Holly Hunter,The Incredibles ,479166,1901,Lou Romano,0.0,815.0,English,USA,PG,92000000.0,2004.0,723.0,8.0,0,PG,0,0,1,0,0,12.0
352,175.0,98.0,188.0,602.0,Rip Torn,10000.0,250147615.0,Will Smith,Men in Black ,403014,12998,Linda Fiorentino,0.0,289.0,English,USA,PG-13,90000000.0,1997.0,826.0,7.3,0,PG-13,0,0,0,1,0,19.0
353,191.0,82.0,487.0,967.0,John Ratzenberger,15000.0,245823397.0,Tom Hanks,Toy Story 2 ,385871,21275,Wayne Knight,2.0,515.0,English,USA,G,90000000.0,1999.0,1000.0,7.9,0,G,1,0,0,0,0,17.0
354,316.0,98.0,12000.0,1000.0,Rosario Dawson,18000.0,81557479.0,Denzel Washington,Unstoppable ,149947,25780,Ethan Suplee,1.0,326.0,English,USA,PG-13,100000000.0,2010.0,3000.0,6.8,18000,PG-13,0,0,0,1,0,6.0
355,127.0,90.0,420.0,141.0,John Lone,191.0,226138454.0,Mei Melançon,Rush Hour 2 ,160440,664,Harris Yulin,2.0,394.0,English,USA,PG-13,90000000.0,2001.0,165.0,6.6,0,PG-13,0,0,0,1,0,15.0
356,185.0,130.0,0.0,568.0,Amber Valletta,11000.0,155370362.0,Harrison Ford,What Lies Beneath ,98403,12890,Miranda Otto,0.0,683.0,English,USA,PG-13,100000000.0,2000.0,627.0,6.6,0,PG-13,0,0,0,1,0,16.0
357,191.0,90.0,97.0,56.0,Bobb'e J. Thompson,622.0,124870275.0,Will Forte,Cloudy with a Chance of Meatballs ,152601,1227,Al Roker,1.0,156.0,English,USA,PG,100000000.0,2009.0,526.0,7.0,0,PG,0,0,1,0,0,7.0
358,188.0,94.0,107.0,117.0,Maile Flanagan,835.0,196573705.0,Denis Leary,Ice Age: Dawn of the Dinosaurs ,166791,1258,Kelly Keaton,0.0,132.0,English,USA,PG,90000000.0,2009.0,256.0,7.0,0,PG,0,0,1,0,0,7.0
359,362.0,114.0,0.0,423.0,Adrian Martinez,3000.0,58229120.0,Adam Scott,The Secret Life of Walter Mitty ,236421,5095,Joey Slotnick,1.0,515.0,English,USA,PG,90000000.0,2013.0,806.0,7.3,70000,PG,0,0,1,0,0,3.0
360,181.0,94.0,368.0,466.0,LL Cool J,13000.0,125305545.0,Bill Murray,Charlie's Angels ,145350,15419,Kelly Lynch,0.0,643.0,English,USA,PG-13,92000000.0,2000.0,1000.0,5.5,0,PG-13,0,0,0,1,0,16.0
361,352.0,151.0,17000.0,1000.0,Matt Damon,29000.0,132373442.0,Leonardo DiCaprio,The Departed ,873649,45648,Ray Winstone,0.0,2054.0,English,USA,R,90000000.0,2006.0,13000.0,8.5,29000,R,0,0,0,0,1,10.0
362,143.0,88.0,7.0,484.0,Harvey Fierstein,2000.0,120618403.0,Ming-Na Wen,Mulan ,171792,4478,June Foray,0.0,222.0,English,USA,G,90000000.0,1998.0,500.0,7.5,12000,G,1,0,0,0,0,18.0
363,308.0,121.0,0.0,918.0,Steve Coogan,21000.0,110416702.0,Robert Downey Jr.,Tropic Thunder ,307539,23484,Brandon T. Jackson,3.0,577.0,English,USA,R,92000000.0,2008.0,1000.0,7.0,0,R,0,0,0,0,1,8.0
364,517.0,158.0,21000.0,585.0,Goran Visnjic,18000.0,102515793.0,Robin Wright,The Girl with the Dragon Tattoo ,330152,20388,Joely Richardson,1.0,632.0,English,USA,R,90000000.0,2011.0,1000.0,7.8,54000,R,0,0,0,0,1,5.0
366,415.0,128.0,0.0,727.0,Eddie Marsan,21000.0,209019489.0,Robert Downey Jr.,Sherlock Holmes ,477300,23996,Robert Maillet,3.0,621.0,English,USA,PG-13,90000000.0,2009.0,979.0,7.6,20000,PG-13,0,0,0,1,0,7.0
368,146.0,95.0,21.0,503.0,Jim Varney,12000.0,84037039.0,Leonard Nimoy,Atlantis: The Lost Empire ,72591,15237,Cree Summer,0.0,289.0,English,USA,PG,120000000.0,2001.0,802.0,6.8,0,PG,0,0,1,0,0,15.0
369,70.0,92.0,12.0,1000.0,Joshua Mikel,35000.0,85884815.0,Bella Thorne,Alvin and the Chipmunks: The Road Chip ,9418,38450,Jesse McCartney,0.0,53.0,English,USA,PG,90000000.0,2015.0,1000.0,5.0,0,PG,0,0,1,0,0,1.0
370,269.0,121.0,0.0,919.0,Tom Wilkinson,10000.0,83077470.0,Tom Cruise,Valkyrie ,183247,14165,Thomas Kretschmann,0.0,440.0,English,USA,PG-13,75000000.0,2008.0,1000.0,7.1,0,PG-13,0,0,0,1,0,8.0
371,198.0,113.0,221.0,503.0,Sayed Badreya,11000.0,100018837.0,Adam Sandler,You Don't Mess with the Zohan ,156348,13446,Kevin Nealon,0.0,380.0,English,USA,PG-13,90000000.0,2008.0,600.0,5.5,0,PG-13,0,0,0,1,0,8.0
372,253.0,106.0,0.0,1000.0,Adam Sandler,22000.0,78747585.0,Peter Dinklage,Pixels ,89770,35367,Josh Gad,0.0,342.0,English,USA,PG-13,88000000.0,2015.0,11000.0,5.6,39000,PG-13,0,0,0,1,0,1.0
373,281.0,146.0,14000.0,681.0,William Hurt,3000.0,78616689.0,Haley Joel Osment,A.I. Artificial Intelligence ,238747,6217,Kevin Sussman,0.0,2153.0,English,USA,PG-13,100000000.0,2001.0,882.0,7.1,11000,PG-13,0,0,0,1,0,15.0
374,122.0,88.0,50.0,441.0,Rachael Harris,691.0,75817994.0,Marsha Thomason,The Haunted Mansion ,32049,2622,Marc John Jefferies,0.0,179.0,English,USA,PG,90000000.0,2003.0,569.0,4.9,988,PG,0,0,1,0,0,13.0
375,159.0,150.0,0.0,135.0,Tom Skerritt,11000.0,100853835.0,Matthew McConaughey,Contact ,200556,12289,Larry King,2.0,611.0,English,USA,PG,90000000.0,1997.0,1000.0,7.4,15000,PG,0,0,1,0,0,19.0
376,180.0,119.0,719.0,423.0,Kim Dickens,833.0,73209340.0,Greg Grunberg,Hollow Man ,101834,2356,Joey Slotnick,0.0,628.0,English,USA,R,95000000.0,2000.0,624.0,5.7,0,R,0,0,0,0,1,16.0
378,183.0,106.0,87.0,918.0,Leven Rambin,8000.0,68558662.0,Logan Lerman,Percy Jackson: Sea of Monsters ,86627,10882,Brandon T. Jackson,0.0,204.0,English,USA,PG,90000000.0,2013.0,956.0,5.9,28000,PG,0,0,1,0,0,3.0
379,157.0,117.0,101.0,3000.0,Angelina Jolie Pitt,18000.0,65653758.0,Gerard Butler,Lara Croft Tomb Raider: The Cradle of Life ,102747,33154,Djimon Hounsou,1.0,316.0,English,USA,PG-13,95000000.0,2003.0,11000.0,5.5,0,PG-13,0,0,0,1,0,13.0
380,196.0,129.0,209.0,886.0,Morgan Freeman,11000.0,64685359.0,Daniel Radcliffe,Now You See Me 2 ,40862,23031,Sanaa Lathan,6.0,139.0,English,USA,PG-13,90000000.0,2016.0,11000.0,6.9,15000,PG-13,0,0,0,1,0,0.0
381,64.0,116.0,176.0,84.0,Michael Byrne,192.0,61355436.0,Alun Armstrong,The Saint ,52136,475,Velibor Topic,0.0,184.0,English,USA,PG-13,68000000.0,1997.0,117.0,6.2,0,PG-13,0,0,0,1,0,19.0
383,181.0,114.0,0.0,281.0,Connie Nielsen,3000.0,60874615.0,Don Cheadle,Mission to Mars ,60467,4902,Kim Delaney,0.0,949.0,English,USA,PG,90000000.0,2000.0,933.0,5.6,0,PG,0,0,1,0,0,16.0
384,240.0,96.0,107.0,350.0,Wanda Sykes,11000.0,143618384.0,Anne Hathaway,Rio ,165333,12071,Will.i.am,0.0,186.0,English,USA,G,90000000.0,2011.0,560.0,7.0,19000,G,1,0,0,0,0,5.0
385,93.0,132.0,0.0,957.0,Oliver Platt,49000.0,58220776.0,Robin Williams,Bicentennial Man ,87785,55254,John Michael Higgins,0.0,362.0,English,USA,PG,100000000.0,1999.0,1000.0,6.8,0,PG,0,0,1,0,0,17.0
386,84.0,104.0,81.0,612.0,Anne Heche,3000.0,47474112.0,Don Cheadle,Volcano ,58227,5062,Gaby Hoffmann,0.0,181.0,English,USA,PG-13,90000000.0,1997.0,643.0,5.4,2000,PG-13,0,0,0,1,0,19.0
387,66.0,111.0,79.0,2000.0,Brad Pitt,11000.0,42877165.0,Harrison Ford,The Devil's Own ,45602,26088,Natascha McElhone,0.0,114.0,English,USA,R,86000000.0,1997.0,11000.0,6.1,979,R,0,0,0,0,1,19.0
389,369.0,100.0,128.0,78.0,Reg E. Cathey,596.0,56114221.0,Tim Blake Nelson,Fantastic Four ,110486,1261,Tim Heidecker,3.0,695.0,English,USA,PG-13,120000000.0,2015.0,360.0,4.3,41000,PG-13,0,0,0,1,0,1.0
391,201.0,144.0,2000.0,537.0,Bruce McGill,680.0,61644321.0,Paddy Considine,Cinderella Man ,148238,2523,Rosemarie DeWitt,0.0,529.0,English,USA,PG-13,88000000.0,2005.0,655.0,8.0,0,PG-13,0,0,0,1,0,11.0
393,175.0,140.0,378.0,599.0,Michael Angarano,12000.0,120147445.0,Jeff Bridges,Seabiscuit ,57661,13808,Michael O'Neill,0.0,455.0,English,USA,PG-13,87000000.0,2003.0,947.0,7.3,0,PG-13,0,0,0,1,0,13.0
395,187.0,106.0,357.0,4000.0,Vin Diesel,23000.0,144512310.0,Paul Walker,The Fast and the Furious ,272223,45327,Jordana Brewster,2.0,988.0,English,USA,PG-13,38000000.0,2001.0,14000.0,6.7,14000,PG-13,0,0,0,1,0,15.0
396,221.0,143.0,0.0,272.0,Paul Sanchez,15000.0,233630478.0,Tom Hanks,Cast Away ,394317,15838,Nick Searcy,1.0,1051.0,English,USA,PG-13,90000000.0,2000.0,410.0,7.7,23000,PG-13,0,0,0,1,0,16.0
397,206.0,108.0,750.0,971.0,Hugh Jackman,49000.0,197992827.0,Robin Williams,Happy Feet ,132501,70996,Elizabeth Daily,0.0,548.0,English,USA,PG,100000000.0,2006.0,20000.0,6.5,0,PG,0,0,1,0,0,10.0
398,239.0,108.0,521.0,129.0,Joan Allen,13000.0,176049130.0,Matt Damon,The Bourne Supremacy ,348232,14161,Oksana Akinshina,1.0,806.0,English,USA,PG-13,75000000.0,2004.0,805.0,7.8,0,PG-13,0,0,0,1,0,12.0
399,142.0,124.0,249.0,936.0,Gary Oldman,11000.0,172620724.0,Harrison Ford,Air Force One ,146134,23603,Dean Stockwell,1.0,393.0,English,USA,R,85000000.0,1997.0,10000.0,6.4,0,R,0,0,0,0,1,19.0
400,186.0,116.0,0.0,471.0,Bernie Mac,11000.0,183405771.0,Brad Pitt,Ocean's Eleven ,402645,13028,Elliott Gould,4.0,845.0,English,USA,PG-13,85000000.0,2001.0,1000.0,7.8,0,PG-13,0,0,0,1,0,15.0
402,256.0,91.0,266.0,11000.0,Adam Sandler,12000.0,148313048.0,Steve Buscemi,Hotel Transylvania ,164148,37142,Jon Lovitz,2.0,168.0,English,USA,PG,85000000.0,2012.0,11000.0,7.1,28000,PG,0,0,1,0,0,4.0
403,222.0,107.0,36.0,118.0,Teala Dunn,283.0,127706877.0,Jeff Bennett,Enchanted ,142496,662,Fred Tatasciore,2.0,399.0,English,USA,PG,85000000.0,2007.0,142.0,7.1,0,PG,0,0,1,0,0,9.0
405,298.0,115.0,79.0,820.0,Ryan Reynolds,18000.0,126149655.0,Denzel Washington,Safe House ,166693,36237,Sam Shepard,1.0,276.0,English,USA,R,85000000.0,2012.0,16000.0,6.8,19000,R,0,0,0,0,1,4.0
406,84.0,100.0,36.0,439.0,Eric Idle,2000.0,66941559.0,Ioan Gruffudd,102 Dalmatians ,26413,4182,Jim Carter,1.0,77.0,English,USA,G,85000000.0,2000.0,795.0,4.8,372,G,1,0,0,0,0,16.0
407,236.0,104.0,420.0,535.0,Gabourey Sidibe,2000.0,78009155.0,Matthew Broderick,Tower Heist ,110073,3768,Judd Hirsch,5.0,194.0,English,USA,PG-13,75000000.0,2011.0,906.0,6.2,0,PG-13,0,0,0,1,0,5.0
408,157.0,138.0,278.0,213.0,Rufus Sewell,14000.0,63224849.0,Kate Winslet,The Holiday ,182757,17423,Sarah Parish,3.0,483.0,English,USA,PG-13,85000000.0,2006.0,3000.0,6.9,19000,PG-13,0,0,0,1,0,10.0
409,81.0,140.0,12000.0,619.0,Jake Busey,10000.0,111544445.0,Will Smith,Enemy of the State ,188116,11951,Lisa Bonet,4.0,415.0,English,USA,R,90000000.0,1998.0,660.0,7.3,0,R,0,0,0,0,1,18.0
410,187.0,120.0,278.0,963.0,Hunter Parrish,11000.0,112703470.0,Meryl Streep,It's Complicated ,69860,15226,Zoe Kazan,2.0,214.0,English,USA,R,85000000.0,2009.0,2000.0,6.6,0,R,0,0,0,0,1,7.0
411,238.0,122.0,0.0,11000.0,Matt Damon,14000.0,117144465.0,Al Pacino,Ocean's Thirteen ,256928,43499,Brad Pitt,3.0,288.0,English,USA,PG-13,85000000.0,2007.0,13000.0,6.9,0,PG-13,0,0,0,1,0,9.0
412,107.0,83.0,28.0,624.0,Debra Messing,4000.0,84303558.0,Jon Favreau,Open Season ,65270,6081,Jane Krakowski,1.0,100.0,English,USA,PG,85000000.0,2006.0,650.0,6.2,863,PG,0,0,1,0,0,10.0
413,459.0,139.0,168.0,1000.0,Theo James,14000.0,150832203.0,Kate Winslet,Divergent ,341058,22226,Mekhi Phifer,2.0,713.0,English,USA,PG-13,85000000.0,2014.0,5000.0,6.7,49000,PG-13,0,0,0,1,0,2.0
414,187.0,131.0,218.0,29.0,Gabriel Thomson,5000.0,51396781.0,Bob Hoskins,Enemy at the Gates ,188887,5103,Clemens Schick,1.0,662.0,English,USA,R,68000000.0,2001.0,35.0,7.6,0,R,0,0,0,0,1,15.0
415,151.0,104.0,532.0,557.0,Rosario Dawson,12000.0,47592825.0,Dwayne Johnson,The Rundown ,82731,16930,Ewen Bremner,1.0,255.0,English,USA,PG-13,85000000.0,2003.0,3000.0,6.7,0,PG-13,0,0,0,1,0,13.0
417,229.0,145.0,252.0,210.0,Mako,879.0,57010853.0,Li Gong,Memoirs of a Geisha ,119286,2380,Karl Yune,1.0,548.0,English,USA,PG-13,85000000.0,2005.0,691.0,7.3,0,PG-13,0,0,0,1,0,11.0
418,158.0,104.0,681.0,159.0,Zachery Ty Bryan,584.0,62494975.0,Amber Stevens West,The Fast and the Furious: Tokyo Drift ,179500,1235,Nikki Griffin,5.0,378.0,English,USA,PG-13,85000000.0,2006.0,227.0,6.0,0,PG-13,0,0,0,1,0,10.0
420,98.0,178.0,102.0,551.0,Brad Pitt,12000.0,44606335.0,Anthony Hopkins,Meet Joe Black ,169023,23950,Jake Weber,0.0,703.0,English,USA,PG-13,90000000.0,1998.0,11000.0,7.1,10000,PG-13,0,0,0,1,0,18.0
421,135.0,108.0,99.0,172.0,Rick Worthy,672.0,40048332.0,Raymond Cruz,Collateral Damage ,61417,1460,Jsu Garcia,1.0,339.0,English,USA,R,85000000.0,2002.0,174.0,5.5,941,R,0,0,0,0,1,14.0
423,382.0,106.0,763.0,809.0,Nathan Lane,8000.0,64933670.0,Julia Roberts,Mirror Mirror ,70838,11454,Danny Woodburn,1.0,208.0,English,USA,PG,85000000.0,2012.0,886.0,5.6,18000,PG,0,0,1,0,0,4.0
424,393.0,112.0,1000.0,719.0,Kieran Culkin,10000.0,31494270.0,Anna Kendrick,Scott Pilgrim vs. the World ,273921,12687,Ellen Wong,0.0,522.0,English,USA,PG-13,60000000.0,2010.0,1000.0,7.5,36000,PG-13,0,0,0,1,0,6.0
425,149.0,135.0,36.0,106.0,Tchéky Karyo,894.0,31111260.0,Glenn Morshower,The Core ,77029,1439,Rekha Sharma,0.0,466.0,English,USA,PG-13,60000000.0,2003.0,345.0,5.4,0,PG-13,0,0,0,1,0,13.0
426,94.0,109.0,88.0,571.0,Janet Jackson,611.0,123307945.0,Larry Miller,Nutty Professor II: The Klumps ,39391,2818,Chris Elliott,1.0,171.0,English,USA,PG-13,65000000.0,2000.0,592.0,4.3,374,PG-13,0,0,0,1,0,16.0
427,138.0,86.0,67.0,271.0,Linda Cardellini,4000.0,153288182.0,Sarah Michelle Gellar,Scooby-Doo ,71424,6355,Miguel A. Núñez Jr.,3.0,521.0,English,USA,PG,84000000.0,2002.0,2000.0,4.9,0,PG,0,0,1,0,0,14.0
429,173.0,107.0,153.0,233.0,Cameron Monaghan,11000.0,137340146.0,Adam Sandler,Click ,246492,12700,Julie Kavner,1.0,685.0,English,USA,PG-13,70000000.0,2006.0,1000.0,6.4,7000,PG-13,0,0,0,1,0,10.0
431,91.0,82.0,62.0,615.0,Sean Hayes,975.0,43575716.0,Jack McBrayer,Cats & Dogs: The Revenge of Kitty Galore ,10233,3326,Katt Williams,0.0,63.0,English,USA,PG,85000000.0,2010.0,760.0,4.3,0,PG,0,0,1,0,0,6.0
432,238.0,88.0,218.0,521.0,Hayden Christensen,17000.0,80170146.0,Kristen Stewart,Jumper ,243053,21863,Tom Hulce,0.0,488.0,English,USA,PG-13,85000000.0,2008.0,4000.0,6.1,0,PG-13,0,0,0,1,0,8.0
433,345.0,120.0,0.0,160.0,Iván Kamarás,3000.0,75754670.0,Seth MacFarlane,Hellboy II: The Golden Army ,208422,3632,Brian Steele,0.0,342.0,English,USA,PG-13,85000000.0,2008.0,169.0,7.0,3000,PG-13,0,0,0,1,0,8.0
434,377.0,162.0,21000.0,495.0,Jake Gyllenhaal,21000.0,33048353.0,Robert Downey Jr.,Zodiac ,301279,36928,Anthony Edwards,0.0,589.0,English,USA,R,65000000.0,2007.0,15000.0,7.7,12000,R,0,0,0,0,1,9.0
435,170.0,123.0,55.0,956.0,Michael Rapaport,3000.0,34543701.0,Robert Duvall,The 6th Day ,100001,5839,Tony Goldwyn,1.0,289.0,English,USA,PG-13,82000000.0,2000.0,975.0,5.9,0,PG-13,0,0,0,1,0,16.0
436,191.0,101.0,293.0,1000.0,Steve Carell,11000.0,242589580.0,Morgan Freeman,Bruce Almighty ,296904,21276,Lisa Ann Walter,1.0,604.0,English,USA,PG-13,81000000.0,2003.0,7000.0,6.7,0,PG-13,0,0,0,1,0,13.0
437,424.0,113.0,13000.0,5000.0,Sylvester Stallone,26000.0,102981571.0,Jason Statham,The Expendables ,270226,46355,Jet Li,9.0,741.0,English,USA,R,80000000.0,2010.0,13000.0,6.5,57000,R,0,0,0,0,1,6.0
439,673.0,142.0,378.0,575.0,Josh Hutcherson,34000.0,407999255.0,Jennifer Lawrence,The Hunger Games ,701607,49942,Anthony Reynolds,0.0,1959.0,English,USA,PG-13,78000000.0,2012.0,14000.0,7.3,140000,PG-13,0,0,0,1,0,4.0
440,383.0,102.0,480.0,461.0,Mason Lee,14000.0,254455986.0,Bradley Cooper,The Hangover Part II ,375879,16143,Mike Tyson,0.0,402.0,English,USA,R,80000000.0,2011.0,670.0,6.5,56000,R,0,0,0,0,1,5.0
442,166.0,83.0,12.0,925.0,Steve Carell,13000.0,155019340.0,Bruce Willis,Over the Hedge ,127345,22813,Catherine O'Hara,1.0,250.0,English,USA,PG,80000000.0,2006.0,7000.0,6.8,0,PG,0,0,1,0,0,10.0
443,180.0,85.0,255.0,443.0,Jason Scott Lee,1000.0,145771527.0,Tia Carrere,Lilo & Stitch ,117212,3112,David Ogden Stiers,0.0,367.0,English,USA,PG,80000000.0,2002.0,533.0,7.2,0,PG,0,0,1,0,0,14.0
444,120.0,97.0,56.0,852.0,Julia Roberts,12000.0,82506325.0,Steve Buscemi,Charlotte's Web ,27838,23907,Oprah Winfrey,0.0,102.0,English,USA,G,50911615.4,2006.0,8000.0,6.4,0,G,1,0,0,0,0,10.0
445,125.0,120.0,75.0,3000.0,Jon Favreau,11000.0,140459099.0,Morgan Freeman,Deep Impact ,135601,22750,Robert Duvall,0.0,493.0,English,USA,PG-13,75000000.0,1998.0,4000.0,6.1,0,PG-13,0,0,0,1,0,18.0
446,234.0,116.0,23.0,110.0,Anthony Hopkins,13000.0,53215979.0,Bruce Willis,RED 2 ,125036,25220,Garrick Hagon,7.0,205.0,English,USA,PG-13,84000000.0,2013.0,12000.0,6.7,22000,PG-13,0,0,0,1,0,3.0
447,134.0,113.0,88.0,421.0,Steve Reevis,11000.0,158115031.0,Adam Sandler,The Longest Yard ,130070,13693,Dalip Singh,11.0,316.0,English,USA,PG-13,82000000.0,2005.0,437.0,6.4,0,PG-13,0,0,0,1,0,11.0
448,91.0,87.0,31.0,733.0,Jesse McCartney,1000.0,133103929.0,Amy Poehler,Alvin and the Chipmunks: Chipwrecked ,22838,4073,Lauren Gottlieb,0.0,56.0,English,USA,G,75000000.0,2011.0,1000.0,4.4,0,G,1,0,0,0,0,5.0
449,139.0,101.0,221.0,11000.0,Adam Sandler,12000.0,133668525.0,Steve Buscemi,Grown Ups 2 ,107817,39269,Jon Lovitz,4.0,255.0,English,USA,PG-13,80000000.0,2013.0,11000.0,5.4,14000,PG-13,0,0,0,1,0,3.0
450,265.0,110.0,88.0,11000.0,Dwayne Johnson,13000.0,130313314.0,Bill Murray,Get Smart ,168172,44798,Anne Hathaway,1.0,380.0,English,USA,PG-13,80000000.0,2008.0,12000.0,6.5,0,PG-13,0,0,0,1,0,8.0
451,145.0,128.0,278.0,343.0,Jon Favreau,18000.0,124590960.0,Keanu Reeves,Something's Gotta Give ,91092,22679,Paul Michael Glaser,1.0,402.0,English,USA,PG-13,80000000.0,2003.0,4000.0,6.7,0,PG-13,0,0,0,1,0,13.0
452,490.0,138.0,17000.0,163.0,Joseph Sikora,29000.0,127968405.0,Leonardo DiCaprio,Shutter Island ,786092,29585,Nellie Sciutto,0.0,964.0,English,USA,R,80000000.0,2010.0,223.0,8.1,53000,R,0,0,0,0,1,6.0
454,163.0,91.0,77.0,208.0,Drew Carey,1000.0,128200012.0,Jim Broadbent,Robots ,103022,1804,Paula Abdul,1.0,269.0,English,USA,PG,75000000.0,2005.0,311.0,6.3,0,PG,0,0,1,0,0,11.0
455,155.0,138.0,610.0,805.0,CCH Pounder,12000.0,112225777.0,Nicolas Cage,Face/Off ,283967,17087,Joan Allen,0.0,535.0,English,USA,R,80000000.0,1997.0,1000.0,7.3,11000,R,0,0,0,0,1,19.0
456,144.0,99.0,163.0,495.0,Carmen Electra,11000.0,109993847.0,Adam Sandler,Bedtime Stories ,72326,12831,Kathryn Joosten,0.0,116.0,English,USA,PG,80000000.0,2008.0,869.0,6.1,0,PG,0,0,1,0,0,8.0
457,226.0,117.0,0.0,818.0,Jennifer Jason Leigh,15000.0,104054514.0,Tom Hanks,Road to Perdition ,200359,16828,Liam Aiken,0.0,1009.0,English,USA,R,80000000.0,2002.0,1000.0,7.7,0,R,0,0,0,0,1,14.0
458,204.0,117.0,221.0,503.0,Bailee Madison,11000.0,103028109.0,Adam Sandler,Just Go with It ,172878,16325,Kevin Nealon,1.0,203.0,English,USA,PG-13,80000000.0,2011.0,3000.0,6.4,19000,PG-13,0,0,0,1,0,5.0
460,139.0,123.0,165.0,744.0,Monica Potter,12000.0,101087161.0,Steve Buscemi,Con Air ,225282,15362,Dave Chappelle,6.0,339.0,English,USA,R,75000000.0,1997.0,878.0,6.8,0,R,0,0,0,0,1,19.0
461,215.0,118.0,154.0,915.0,Ethan Embry,3000.0,101111837.0,Rosario Dawson,Eagle Eye ,150764,5637,Cameron Boyce,3.0,318.0,English,USA,PG-13,80000000.0,2008.0,982.0,6.6,0,PG-13,0,0,0,1,0,8.0
462,198.0,154.0,333.0,16000.0,Natalie Portman,22000.0,95632614.0,Philip Seymour Hoffman,Cold Mountain ,118483,61110,Charlie Hunnam,3.0,674.0,English,USA,R,79000000.0,2003.0,20000.0,7.2,0,R,0,0,0,0,1,13.0
463,325.0,118.0,117.0,10000.0,Mila Kunis,18000.0,94822707.0,Denzel Washington,The Book of Eli ,227072,44797,Gary Oldman,0.0,560.0,English,USA,R,80000000.0,2010.0,15000.0,6.9,20000,R,0,0,0,0,1,6.0
464,53.0,90.0,10.0,159.0,Jodi Benson,49000.0,92969824.0,Robin Williams,Flubber ,63625,50005,Sam Lloyd,1.0,64.0,English,USA,PG,80000000.0,1997.0,570.0,5.2,0,PG,0,0,1,0,0,19.0
465,167.0,113.0,101.0,913.0,Lili Taylor,14000.0,91188905.0,Liam Neeson,The Haunting ,58184,17786,Virginia Madsen,0.0,805.0,English,USA,PG-13,80000000.0,1999.0,960.0,4.9,0,PG-13,0,0,0,1,0,17.0
467,147.0,93.0,189.0,38.0,Henry Czerny,1000.0,82226474.0,Roger Rees,The Pink Panther ,65499,1267,William Abadie,0.0,424.0,English,USA,PG,65000000.0,2006.0,177.0,5.6,0,PG,0,0,1,0,0,10.0
468,276.0,104.0,301.0,71.0,Jon Hamm,18000.0,79363785.0,Keanu Reeves,The Day the Earth Stood Still ,139423,22194,Juan Riedinger,0.0,698.0,English,USA,PG-13,80000000.0,2008.0,4000.0,5.5,0,PG-13,0,0,0,1,0,8.0
469,80.0,135.0,503.0,67.0,Alex McArthur,8000.0,76081498.0,Julia Roberts,Conspiracy Theory ,76099,8355,Michael Potts,1.0,162.0,English,USA,R,75000000.0,1997.0,137.0,6.7,0,R,0,0,0,0,1,19.0
470,406.0,134.0,452.0,697.0,Logan Lerman,11000.0,85707116.0,Brad Pitt,Fury ,303185,20411,Jim Parrack,4.0,701.0,English,USA,R,68000000.0,2014.0,8000.0,7.6,82000,R,0,0,0,0,1,2.0
471,97.0,98.0,425.0,397.0,Anne Heche,11000.0,74329966.0,Harrison Ford,Six Days Seven Nights ,60910,12729,Amy Sedaris,2.0,164.0,English,USA,PG-13,70000000.0,1998.0,643.0,5.7,0,PG-13,0,0,0,1,0,18.0
472,143.0,80.0,40.0,375.0,Tom Cavanagh,3000.0,100169068.0,Justin Timberlake,Yogi Bear ,16385,4394,Josh Robert Thompson,0.0,100.0,English,USA,PG,80000000.0,2010.0,642.0,4.6,0,PG,0,0,1,0,0,6.0
473,106.0,83.0,21.0,495.0,Charles Napier,13000.0,73215310.0,Matt Damon,Spirit: Stallion of the Cimarron ,44143,14261,Zahn McClarnon,0.0,216.0,English,USA,G,80000000.0,2002.0,503.0,7.0,4000,G,1,0,0,0,0,14.0
474,178.0,102.0,153.0,269.0,Leslie Bibb,3000.0,80360866.0,Rosario Dawson,Zookeeper ,44662,5392,Nicholas Turturro,1.0,127.0,English,USA,PG,80000000.0,2011.0,1000.0,5.2,0,PG,0,0,1,0,0,5.0
475,102.0,130.0,81.0,427.0,William Hurt,10000.0,69102910.0,Gary Oldman,Lost in Space ,58402,12186,June Lockhart,0.0,370.0,English,USA,PG-13,80000000.0,1998.0,882.0,5.1,0,PG-13,0,0,0,1,0,18.0
476,209.0,129.0,438.0,502.0,Dorian Missick,18000.0,65948711.0,Denzel Washington,The Manchurian Candidate ,86422,20056,Jose Pablo Cantillo,1.0,363.0,English,USA,R,80000000.0,2004.0,1000.0,6.6,0,R,0,0,0,0,1,12.0
